Title,Company,Location,Salary,URL,Description
Statistical Programmer (CDISC – SDTM & ADaM),Datapharm Australia Pty Ltd,Drummoyne,Not listed,https://au.seek.com/job/91965157,"Datapharm Australia is a leading contract research organisation (CRO), renowned for providing high-quality clinical trial management and statistical analysis for pharmaceutical and biotech companies both locally and globally. Established in 1987, Datapharm has built a strong reputation for excellence in statistical services, and we are now seeking a Statistical Programmer to join our growing team, which is an exciting opportunity for growth and professional development.

As part of the Datapharm team, you will develop and maintain CDISC-compliant SDTM and ADaM datasets, support analysis programming, and contribute to clinical trial data management and reporting. If you're ready to take the next step in your career, you will have the opportunity to work on ongoing clinical trials and apply your expertise and skills to real-world challenges while making a significant impact on the success of our projects and clients.

Key Responsibilities:

Build and maintain SDTM and ADaM datasets in line with CDASH and CDISC standards.

Ensure traceability, quality, and regulatory compliance (21 CFR Part 11).

Program tables, listings, and figures to support statistical analysis.

Perform data validation and plausibility checks.

Support clinical trial database setup, data capture, and reporting.

Collaborate closely with statisticians, other programmers, and data management teams.

Provide documentation, training, and mentorship where required.

Lead improvements to internal processes, ensuring continuous enhancement of programming methodologies and practices.

Qualifications & Requirements:

Essential:

Proficiency in SAS programming; experience with R, Python, or other relevant programming languages is a plus.

Knowledge of CDISC, SDTM, and ADaM implementation requirements.

Qualifications in programming or related field.

Familiarity with database design and data handling principles.

The ability to write clean, reusable, and documented code.

Excellent written and verbal communication skills, especially in preparing clinical study reports and regulatory documents.

An eye for detail and commitment to accuracy and quality in all statistical work.

Strong organisational and time management skills, with the ability to manage deadlines and prioritise tasks.

Excellent communication and collaboration skills, with the ability to work effectively within a team.

Desirable:

Knowledge and experience with other programming languages and training AI models.

Experience with version control systems (Git, Mercurial, or similar).

Post-graduate qualifications in programming or related field.





"
Software Engineer – Full Stack & AI Systems,StudyNet Pty Ltd,Sydney NSW,"$95,000 – $105,000 per year",https://au.seek.com/job/92152079,"About the Company

StudyNet is an AI-powered Australian EdTech platform transforming how students, counsellors, and institutions connect. From AI-driven course discovery and budget management to personalised counselling and real-time progress tracking, StudyNet makes studying in Australia Smarter, Simpler, faster!"". With continued growth across our product suite, we are seeking a skilled and motivated Software Engineer to join our core engineering team.

About the Role

We are looking for an experienced Full Stack Software Engineer to contribute to the development and maintenance of our growing portfolio of software products, including a .NET-based education platform, a Python-driven multi-agent AI application, a PHP-based CRM system, and a cross-platform Flutter mobile application.

You will work closely with the engineering and product teams to design, build, and scale these systems while contributing to our AI development roadmap.

Key Responsibilities

·         Design, develop, test, and maintain web-based and mobile software applications for the business platform using .NET (C#), PHP, Python, and Flutter/Dart technologies.

·         Develop and implement AI-powered features, automation workflows, and Large Language Model (LLM) integrations to enhance platform functionality and operational efficiency.

·         Build and maintain CRM system features for student management, counsellor coordination, application processing, and real-time tracking services.

·         Develop secure backend services, APIs, and database solutions to support scalable, high-performance software systems and integrations.

·         Integrate third-party applications, cloud services, communication tools, and external databases into existing software platforms.

·         Conduct software testing, debugging, troubleshooting, and performance optimisation to ensure reliability, security, and system efficiency.

·         Collaborate with product managers, UI/UX designers, and stakeholders to analyse user requirements and deliver effective software solutions.

·         Prepare technical documentation and participate in agile software development activities including code reviews, deployment processes, and continuous system improvements.

Required Skills & Experience

Minimum 3 years of professional software engineering experience

Strong proficiency in .NET (C#) — web APIs, MVC, or similar frameworks

Hands-on experience with Python for backend development or AI/ML applications

Working knowledge of PHP for web application development

Experience with Flutter or other cross-platform mobile development frameworks

Familiarity with relational databases (e.g., MySQL, PostgreSQL, SQL Server)

Understanding of RESTful API design and integration

Experience with version control systems (Git)

Strong problem-solving skills and attention to detail

Desirable Skills

Experience with AI agents, LLMs, or multi-agent frameworks (e.g., LangChain, AutoGen, CrewAI)

Exposure to cloud platforms (AWS, Azure, or GCP)

Experience with CI/CD pipelines and DevOps practices

Knowledge of Agile/Scrum methodologies

Qualifications

Bachelor's degree or higher in Computer Science, Software Engineering, Information Technology, or a closely related field

What We Offer

Competitive salary package ($95,000 – $105,000 + Super)

Opportunity to work on cutting-edge AI-driven products

Collaborative and supportive team environment

Career growth opportunities within a fast-growing tech company

Sydney CBD / [suburb] based office with flexible working arrangements


"
Forward Deployed AI Engineer,Galileo Search,Sydney NSW,Not listed,https://au.seek.com/job/92155390,"Forward-Deployed AI Engineer

Contract / Sydney / Hybrid 

Ongoing client assignments through Galileo Search

There is a new breed of engineer reshaping how enterprise AI gets built — and it doesn’t look like a traditional consultant or a traditional developer. Pioneered by frontier AI labs and the firms that deploy them, the Forward-Deployed Engineer is part builder, part product thinker, part trusted advisor — embedded directly inside an enterprise client to design, prototype, and ship Anthropic Claude-powered solutions that traditional delivery models can’t produce.

Galileo Search is building Australia’s first specialist marketplace of certified Anthropic professionals. We’re assembling a small, elite group of Forward-Deployed AI Engineers — the people we send into our most complex enterprise engagements when standard delivery isn’t enough.

What you’ll do on client engagements

Embed directly inside enterprise client teams — Big 4 banks, federal agencies, top ASX corporates, healthcare networks — to translate business pain into shipped Claude solutions
Move fluidly between engineering, product discovery, and stakeholder consulting — you write the code AND you help decide what to build
Build rapid prototypes that demonstrate value in days, then harden them into production-grade Claude integrations and deployments
Work directly with business unit leaders, and end users — no layer of abstraction, no handoff to “the implementation team”
Identify the highest-leverage AI use cases inside a complex enterprise, prioritise them ruthlessly, and personally deliver the first wave
Coordinate other Galileo specialists (Solutions Architects, Integration Engineers, Data Engineers, Cybersecurity & AI Governance) when broader capabilities are needed 
Hold the line on quality and security in environments where the stakes — regulatory, reputational, financial — are at their highest
What you bring

5+ years of software engineering experience
Production-grade Python or TypeScript experience 
A track record of shipping software that real users use — not just prototypes, but deployed systems running in regulated, high-stakes environments
Strong product instincts — you can identify what to build, not just how to build it, and you push back on scope that won’t deliver value
Ability to operate independently in ambiguous environments where the requirements aren’t written down 
Comfort across the full stack — from MCP servers and enterprise auth (OAuth, SAML, SSO) to data pipelines and quick UI prototypes when needed
Calm under pressure — you can present to a board steering committee on Tuesday and ship code that same week 
Bonus (not required)

Deep familiarity with Claude API, MCP protocol, and Cowork — at the level where you’ve written your own servers and skills
Experience in regulated industries (financial services, government, healthcare, critical infrastructure, defence)
Track record running enterprise discovery sprints, design sprints, or AI value workshops with senior leadership
AWS, Azure, or GCP architecture certification, or equivalent depth in enterprise cloud
Comfort with enterprise platforms (SAP, Salesforce, ServiceNow, Oracle) as integration targets
What Galileo offers

Great ongoing contract engagements reflecting the seniority, scarcity, and autonomy of the role
Free Anthropic certification — go deeper than the standard certification with additional materials and support
The Forward-Deployed Engineer model exists because enterprise AI is too important and too fast-moving for traditional delivery. Clients need someone who can think with them, build with them, and ship with them — in the room, not on a status call three weeks from now. The engineers who develop this capability now will define enterprise AI delivery in Australia for the next decade. We’re assembling that first cohort, and the bench is deliberately small.

To apply:
Share your CV, a brief overview of an AI or software project you shipped end-to-end (from discovery through production). We value evidence of shipped work over certifications."
Data Engineer,The University of Queensland,Herston,$117958 - $132247 p.a. + 17% super + leave loading,https://au.seek.com/job/92045867,"Pro-Vice-Chancellor (Research Infrastructure)
Full-time, fixed-term position for up to 2 years
Base salary will be in the range $117,958.12 - $132,247.57 + super (HEW Level 8)
Based at our Herston Campus location

About This Opportunity

This is an exciting opportunity for a skilled and inquisitive Data Engineer to join a collaborative research and digital health environment that sits at the intersection of The University of Queensland and Queensland Health. Working within the Data Science Collaborative Research Platform and embedded in the Queensland Digital Health Centre, this role plays a critical part in delivering high‑impact research infrastructure that enables secure, scalable and meaningful use of health data. You will contribute to nationally significant initiatives including the Australian Health Data Evidence Network and the National Infrastructure for Federated Learning in Digital Health, supporting researchers to translate complex clinical data into insights that improve health outcomes.

Key responsibilities will include:

Designing, developing and maintaining robust ETL and ELT data pipelines to support research and analytics initiatives.
Extracting, transforming and managing data from integrated electronic medical record systems to meet research and governance requirements.
Providing expert technical advice and support to researchers and stakeholders across UQ and Queensland Health.
Producing high‑quality technical documentation, data lineage artefacts and clear explanations for technical and non‑technical audiences.

About You

You will bring a strong foundation in data engineering and a collaborative, purposeful mindset, along with:

A Bachelor's degree or higher qualification in Computer Science, Information Technology or a related discipline.
Demonstrated experience designing and maintaining data pipelines using SQL and modern data engineering practices.
Proficiency in programming languages such as Python and experience working with relational and non‑relational databases.
Familiarity with cloud platforms, preferably Microsoft Azure, and contemporary DevOps or CI/CD practices.
Experience working with sensitive or confidential data and a clear understanding of secure data handling principles.
Strong documentation, communication and stakeholder engagement skills, with the ability to translate technical concepts into plain English.
Experience with tools such as Databricks, DBT or PowerBI, and exposure to clinical or healthcare datasets, will be highly regarded.

About UQ

As part of the UQ community, you'll have the opportunity to work alongside some of the brightest minds from around the world, united by a shared purpose to create change together. UQ is a globally recognised, values‑led institution where collaboration, curiosity and ambition are encouraged, and where professional staff play a vital role in enabling research, teaching and community impact.

In 2025, UQ announced a major milestone in digital health research infrastructure, strengthening national capabilities in secure health data sharing and analytics. This work directly aligns with the mission of teams such as the Data Science Collaborative Research Platform, creating opportunities for staff to contribute to research that has real‑world impact across Australia's health system.

Enjoy a range of benefits and rewards, including up to 26 weeks paid parental and primary care leave, 17.5% leave loading, flexible and hybrid working options, health and wellbeing programs, access to discounted study opportunities, on‑campus childcare, affordable parking, and salary packaging.


Interested?

For more information about this opportunity, please contact Dr Jodie Austin at j.a••••••@uq.edu.au.

For application inquiries, please reach out to the Talent Acquisition team at tal•••@uq.edu.au, stating the job reference number (below) in the subject line.

When you apply, please ensure you upload a resume and cover letter summarising how your background aligns to the 'About You' section.


Other Information

Pre‑employment checks may include verification of the right to work in Australia, qualifications, criminal history checks and other integrity and conduct requirements.

You must maintain unrestricted work rights in Australia for the duration of this appointment to apply. Employer sponsored work rights are not available for this appointment.

We're dedicated to equity, diversity and inclusion. We recognise that career pathways and opportunities differ, and encourage applications from candidates who may not meet every criterion but can demonstrate their potential relative to opportunity. We're also happy to support any accessibility needs throughout the recruitment process.

Applications close Thursday 28 May 2026 at 11.00pm AEST (R‑63033).
Please note that interviews have been tentatively scheduled for the week commencing 1 June 2026."
Junior AI Consultant | Australian citizen,Billigence,Sydney NSW,Not listed,https://au.seek.com/job/91784879,"About us
  
Billigence Pty Ltd is a specialist in the delivery of market-leading Business Intelligence and CRM solutions. Headquartered in Sydney, Australia and with offices in Prague, London, Frankfurt and Singapore our passion is data and our focus is the delivery of end-to-end solutions via a talented team of skilled professionals.
  
We are partners with leading edge software platforms including Snowflake, dbt, Tableau, Alteryx, Collibra, and Salesforce.
  
What we are looking for:

Junior AI Consultant to join our Sydney team. Hybrid working model 3 days per week in the office. Must be an Australian citizen to be able to work on government projects.

Key Responsibilities

Design and develop AI proof of concepts and MVPs using Python and modern agent frameworks
Build and iterate on LLM-based applications including RAG pipelines, agentic workflows, and multi-step reasoning systems
Integrate AI solutions with client data platforms (Snowflake, Databricks) and cloud environments
Translate ambiguous business problems into structured technical experiments
Present findings and prototype demos to client stakeholders
Collaborate with senior consultants to scope, prioritise, and deliver engagements
Work within agile, cross-functional teams spanning technical, business, and data science disciplines
Document technical approaches and contribute to internal knowledge-sharing
Essential experience required:

1–2 years of experience in a technical role, ideally within a consulting, analytics, or AI/data engineering environment
Proficiency in Python for data and ML workflows
Familiarity with LLM application development (prompt engineering, RAG, tool use)
Exposure to at least one agent framework — LangChain, LangGraph, LlamaIndex, CrewAI, or similar
Strong problem-solving skills and comfort working with ambiguous requirements
Effective communicator, able to explain technical concepts to non-technical audiences
Highly desirable:

Experience with Snowflake or Databricks
Prior consulting or client-facing experience (in-house or agency)
Familiarity with cloud platforms (Azure, AWS, or GCP)
Exposure to MLOps practices or model deployment
Understanding of data modelling, SQL, and BI tooling  
What’s in it for you?

Opportunity to work on a variety of challenging projects
Be part of a global organisation.
Certifications provided
Learning & career growth opportunities.
Flexible, hybrid working model.
Company lunches & events.
Open, friendly team environment."
Data Test Automation Engineer,Correlate Resources,Sydney NSW,Not listed,https://au.seek.com/job/92115126,"About the Role
Looking for an ambitious and detail oriented Associate Data Test Automation Engineer to join a Data Engineering team. You will support automated data quality checks across our cloud based data platform and contribute to the uplift of reliable, consistent and well governed data for use across the business.

What You Will Do

Execution and Maintenance: Execute and maintain existing data test automation scripts written in Python, ensuring reliable data validation across pipeline stages.
Data Validation: Write and execute complex SQL queries, including T SQL and ANSI SQL, to perform targeted data validation and reconciliation between source systems and the BigQuery data warehouse.
Pipeline Support: Assist senior engineers in integrating automated test suites into the CI CD pipeline to monitor and report on build quality.
Test Case Development: Translate business requirements and data modelling specifications into detailed and executable test cases and test scripts for data quality assurance.
Release Support: Support User Acceptance Testing and Production Verification Testing during data platform releases.
Documentation: Maintain clear and current documentation for data quality rules, test cases and execution results.

What We Are Looking For
     Core Data and Cloud Fundamentals

One to three years of experience in quality assurance with a focus on testing ETL or ELT pipelines and data warehouse environments
Strong proficiency in SQL with the ability to write complex T SQL queries for validation and comparison of large datasets
Foundational experience with cloud data warehouses, preferably BigQuery or similar platforms such as Snowflake
Solid understanding of data warehouse fundamentals, including dimensional modelling, fact and dimension tables, and the differences between OLAP and OLTP
     Automation and Programming

Hands on experience with Python for scripting and data manipulation, ideally with pandas and google cloud bigquery libraries
Basic exposure to testing frameworks such as pytest
Understanding of test automation concepts and why automation is critical for data quality in a modern CI CD environment
Desirable Skills

Exposure to CI CD tools such as GitHub Actions or Jenkins
Basic understanding of data modelling concepts such as Slowly Changing Dimensions
Interest in the use of Generative AI and BigQuery ML for synthetic test data generation"
Graduate Geospatial Developer | Property & Economics,Colliers,Sydney NSW,Not listed,https://au.seek.com/job/91720280,"Company Description

We are enterprising. What sets us apart is not what we do, but how we do it. Our people are passionate, take personal responsibility, and always do what’s right for our clients, people, and communities. We accelerate success by empowering them to think and act differently, driving exceptional results.

We’re proud to welcome Location IQ to the Colliers Urban Planning service line, spanning Sydney, Melbourne, Perth, and Brisbane. This strategic expansion strengthens our national reach, deepens local expertise, and enhances our ability to deliver integrated, data‑led solutions across the asset and project lifecycle.

Together, we’re better positioned than ever to shape Australia’s urban future.

Job Description

We are seeking a Graduate Geospatial Developer to join our Data & Analytics team, supporting Colliers Property Economics and Urban Planning consultants nationally.

This role is ideal for a graduate looking to build a career in spatial analysis, location intelligence, and property advisory, working on real projects that inform major development, investment, and planning decisions.

Reporting to the Director, Data & Analytics, you will work collaboratively with geospatial developers and data engineers to deliver high‑quality spatial outputs, maintain robust datasets, and support insight‑driven advisory work across the property sector.

What You’ll Be Doing

Preparing high‑quality maps and geospatial outputs to support planning, economic, and advisory projects
Supporting clients and consultants with geospatial web mapping tools across trade areas, competitive environments, socio‑economic profiles, population trends, and retail spending
Maintaining and updating geospatial databases, ensuring data accuracy, integrity, and consistency
Assisting with data cleansing, layer management, and documentation
Developing technical capability across geospatial tools and data extraction workflows
Working closely with geospatial developers to produce web mapping outputs to client and project requirements
Supporting continuous improvement initiatives, including database and reporting enhancements
Qualifications

What You’ll Bring

A degree (or nearing completion) in Data Engineering, Computer Science, Data Science or a Geospatial related discipline
Core technical skills in SQL and Python
Working knowledge of GIS software such as QGIS, MapInfo and/or Esri
Exposure to relational database management systems (RDBMS) is advantageous
High attention to detail and a strong focus on accuracy
The ability to take direction while also working with initiative and independence
A collaborative, team‑oriented mindset
Strong time management skills and the ability to work to deadlines in a fast‑paced environment
Additional Information

Why Colliers?

Work on live client projects that shape Australia’s cities and communities
Be mentored by experienced professionals across planning, economics, and analytics
Develop a strong foundation in application development, spatial analysis and consulting
Join a growing national team with deep local expertise
Access structured learning, coaching, and long‑term career pathways

At Colliers, we’re enterprising by nature. We empower our people to think differently, take ownership, and create meaningful impact—for our clients, our communities, and Australia’s urban future.

Click on the link to apply or email Devina Marcelyn on dev••••••••••••@colliers.com for further queries. 

 "
Data Scientist - Production Gen AI - Sydney,Pathway Search,Sydney NSW,Circa $120k + Super,https://au.seek.com/job/91934603,"Data Scientist – Production ML & GenAI
 Sydney | Circa $120,000 + Super + Bonus | Hybrid (3 days office)

About the Role
We’re working with a large enterprise in Sydney looking for a hands-on Data Scientist with around 2–4 years of commercial experience who wants to move beyond notebooks and work directly on real production AI solutions.
This role sits within a delivery-focused environment where you’ll work closely with engineers, analysts, and business stakeholders to take machine learning and GenAI use cases (including GPT/LLM-based solutions) from prototype through to production.

Rather than sitting in a purely experimental function, you’ll be embedded in a cross-functional squad where the focus is on building, deploying, and supporting real-world data science solutions that are scalable, governed, and production-ready.
What You’ll Be Doing
Production & Engineering Collaboration
Work closely with engineers to help deploy and support ML & AI solutions in production
Assist in transitioning prototypes into scalable, production-ready systems
Support monitoring, debugging, and improving existing data pipelines and models
Gain exposure to real deployment workflows, CI/CD concepts, and release processes
Hands-on Data Science Work
Build and refine machine learning models and feature pipelines
Work with structured and unstructured data across multiple use cases
Support model evaluation, testing, and performance tracking
Contribute to experimentation, statistical analysis, and model explainability
Rapid Prototyping & Experimentation
Develop quick prototypes to test ideas, feasibility, and data availability
Translate business problems into testable hypotheses and simple models
Run experiments, compare approaches, and iterate based on results
Clearly document findings and recommendations for productionisation
Governance & Responsible AI
Work within established model governance and risk frameworks
Support documentation of model assumptions, limitations, and validation results
Ensure solutions meet data privacy, compliance, and enterprise standards
Collaboration & Growth
Act as a bridge between data science, engineering, and business teams
Share insights and contribute to improving team practices and standards
Support and learn from senior team members in a collaborative environment
About You
We’re looking for someone early in their Data Science career (2-4 years) who is ready to step into production-focused work.

You’ll likely have:

2–4 years’ experience as a Data Scientist or similar role
Strong Python and SQL skills
GPT Model experience (or similar) 
Experience working with machine learning models in a commercial environment
Exposure to model deployment or production systems (even if limited)
Microsoft Azure experience 
Nice to have:

Exposure to GenAI / LLMs (e.g. GPT, Azure OpenAI, NLP projects)
Understanding of model monitoring, validation, or drift detection
Experience working in regulated or enterprise environments
Why This Role?
Real opportunity to work on production ML and GenAI systems, not just experimentation
Exposure to modern Azure-based AI tooling and GPT/LLM use cases
Embedded in a delivery squad working end-to-end on real business problems
Strong mentorship and learning from senior engineers and data scientists
Clear career growth pathway.
Location & Package
Sydney based
Hybrid working (3 days in office per week)
$120,000 + Superannuation
Full-time permanent role"
AI Engineer,Podium,Melbourne VIC,Not listed,https://au.seek.com/job/91984070,"At Podium, we bring AI Employees to local businesses that turn every conversation into revenue. Trusted by 60,000+ businesses across Auto, Home Services, and Aesthetics, Podium captures and converts leads 24/7, driving both new business and repeat customers.

In under 24 months, we crossed $100M in AI Agent ARR, scaling 300% year-over-year. During this time, we’ve deployed 10,000 AI employees to empower real business outcomes for our customers. Podium is building what we believe will be the most impactful AI employee ecosystem for local business.

Podium has been recognized as the Best AI Implementation by Inc. Magazine, highlighted by OpenAI for building revenue-driving AI Agents, and awarded the #1 AI Agent for Business Operations by G2.

Our growth is fueled by hiring exceptional people, holding them to high standards, and creating opportunities for them to grow and make an impact. Our operating principles guide daily behavior and ensure we hire people who will thrive at Podium. If you're hungry for growth, aligned to our operating principles, and ready to get to work, you won't find a better place to learn and accelerate your career.

The Role

Podium is looking for a talented AI Engineer where your primary mandate is twofold: rebuild and modernise our lead funnel using AI-first architecture, and design and deploy a suite of internal AI agents that eliminate repetitive, manual work for our AEs and SDRs — giving them more time to sell.

If you thrive in fast-paced, highly iterative environments, enjoy solving complex distributed systems challenges, and want to see your work drive immediate business impact, this role is for you!

What you will be doing

Build and scale the AI Agent platform — enabling high-volume, real-time conversational workflows that deliver accuracy and low latency at scale.

Design and implement APIs, services, and infrastructure that power multi-turn, cross-channel customer interactions.

Own the full lifecycle: architecture, implementation, deployment, and ongoing reliability.

Prototype rapidly, iterate with live interaction data, and continuously improve system performance and user experience.

Implement observability, monitoring, and operational best practices to ensure reliability in production, focusing on agent accuracy and latency.

Collaborate with engineers, product managers, and AI/ML scientists to deliver end-to-end features that power critical business outcomes.

What you should have

5-8+ years of professional software engineering experience with at least one modern language such as Go, Python, or Elixir.

1+ years of professional experience deploying and maintaining AI agents in production environments that interact with tools, APIs, or real-world workflows.

Proven success designing and maintaining distributed or high-throughput systems.

Strong problem-solving ability and comfort navigating ambiguity in large-scale systems.

Excellent communication skills and the ability to work effectively across teams.

A willingness to work across the entire stack—from infrastructure to APIs to user-facing components—wherever the problem needs solving.

Ability to thrive in a fast-paced environment with shifting priorities.

What we hope you have

1+ years of professional experience deploying and maintaining AI agents in production environments that interact with tools, APIs, or real-world workflows.

Practical experience designing and implementing evaluations for LLM behavior — including accuracy, safety, reliability, and cost monitoring.

Strong understanding of prompt design, context engineering, and guardrail strategies for dependable, interpretable agent behavior.

Experience with modern agent frameworks such as LangGraph, CrewAI, or AutoGen, including multi-step reasoning, memory, and orchestration patterns.

Hands-on experience with fine-tuning and data curation for improving model performance.

Why you’ll love working here: 

Podium is the best place to work to:

Join the leaders in AI agents

Unlock career-defining growth

Build with world-class talent

Make a real impact on local business

Benefits:

Open and transparent culture 

Health and Wellbeing Benefits

4 weeks of annual leave

Melbourne CBD Office - Located on the corner of Queen & Collins St (Hybrid)

Snacks cupboard always stocked up

Catered lunch the last week of every month

Podium is an equal opportunity employer. Podium provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, national origin, sexual orientation, gender identity or expression, age, disability, genetic information, marital status or veteran status.


"
Data Processing Analyst & Data Solutions Engineer,The Social Research Centre,Melbourne VIC,Not listed,https://au.seek.com/job/92131018,"The Social Research Centre (SRC) is Australia's trusted partner for rigorous, ethical and high-quality social research and evaluation. Our work informs public policy and programs across health, education, employment and social services, and supports better decision-making that reflects the experiences of people across Australia.

We deliver nationally significant projects at scale, combining deep methodological expertise with close collaboration between researchers, statisticians and data specialists.




 

About the role

We're looking for people to join our Data Operations team to support the delivery of high-quality research projects through strong data preparation, processing and analysis.

The work sits at the intersection of data analysis and data engineering, turning complex and messy datasets into clean, structured, analysis-ready outputs. Depending on the position, you'll either contribute to these workflows and quality checks (Data Processing Analyst) or lead the design and implementation of end-to-end data solutions (Data Solutions Engineer) so our researchers and project teams can deliver robust, reliable insights to clients.

If you enjoy working hands-on with data, solving messy problems and building efficient, repeatable processes, this is a great fit.

Please note: this is not a machine learning, AI or commercial data science role. The focus is on research data operations - data preparation, processing, pipeline development and quality assurance - in support of large-scale social research projects.

 

Location and hybrid working

This role is based in Melbourne (VIC).

SRC operates under a hybrid working model, which involves a mix of working from the Melbourne office and from home. For these roles, employees should expect to attend the Melbourne office at least three days per week.

Please do not apply if you are seeking a fully remote role.

 

What you'll do

- Prepare, clean and transform large and complex datasets (survey and administrative data)
- Build and maintain repeatable data processing workflows and pipelines
- Combine data from multiple sources into coherent, documented, analysis-ready datasets
- Support researchers and project teams with data extraction, validation and quality checks
- Conduct ad hoc analysis and generate structured outputs for reporting
- Identify opportunities to automate and improve data workflows
- Work with tools such as SQL, Python/R, Excel and Git
- Work closely with researchers and project teams to ensure data solutions are accurate, practical, well-documented and delivered on time




 

What you'll bring

Essential
- Proficiency in Python or R for data manipulation and processing - this is a non-negotiable requirement for both roles
- Strong technical experience in data wrangling, transformation and analysis
- Experience handling large or complex datasets
- A structured, detail-oriented approach to data quality and validation
- Ability to translate unclear or messy data problems into practical solutions
- Strong communication skills - working proactively with project teams to clarify requirements, surface downstream impacts and support smooth handovers

Nice to have
- Experience working with survey data or in a research environment
- Experience working with online survey platforms
- Exposure to data pipeline tools or cloud data platforms (e.g. Databricks, Azure Data Factory, Snowflake)
- Familiarity with data governance, privacy or compliance frameworks
- Experience creating dashboards or reporting outputs (e.g. Power BI)
- Experience using AI tools to boost productivity and data workflows

 

We are recruiting for two positions in Data Operations:

Data Processing Analyst
An entry-level role, best suited to someone early in their career who enjoys structured problem-solving and hands-on data preparation. The role focuses on preparing, cleaning and validating survey and administrative datasets so they are accurate, consistent and ready for analysis and reporting. Working alongside senior team members, you'll build repeatable processing workflows in Python/R and SQL, run quality checks, produce structured outputs for project teams and clients, and help document data processes and requirements.

Data Solutions Engineer
A mid-level, hands-on role best suited to someone with demonstrated experience designing scalable data workflows and leading technical delivery. You'll design and deliver end-to-end data solutions for complex research programs, lead the development of robust pipelines and automation, integrate data from multiple systems, set standards for data quality and governance, and partner with researchers, operations and clients to translate requirements into reliable, maintainable workflows and reporting-ready datasets.

 

Why join us

- Work on meaningful projects that inform policy, research and social outcomes - a rare chance to use your skills for real social good that positively impacts Australian society
- Be part of a collaborative team of researchers, analysts and data specialists
- Opportunity to shape and improve how we manage and process data at scale
- Work in a passionate team investing in continuous improvement of standards, automation and cross-functional collaboration
- Flexible working arrangements and a supportive team environment
- Paid parental leave, wellbeing initiatives and access to SRC's standard employee benefits

 

How to apply

Please submit the following via the advertised recruitment channels (Seek, LinkedIn or SRC's online application portal):

- Your CV, and
- A cover letter (maximum one page) addressing:

1. Which programming language are you most proficient in, and how do you use it in your work? Please provide a concrete example.
2. Tell us about an application or process you have developed: what did it involve, and how did you test that it was accurate? We welcome a link to an example of your code (e.g. via GitHub) if available.
3. Confirm that you are willing to work in a hybrid (in-office and WFH) setting, attending the Melbourne CBD office at least three days per week.

Applications submitted outside the advertised process cannot be accepted or considered.

Shortlisted applicants will be required to undertake a two-hour online exercise designed to gauge technical skills and know-how.

Please note that applications will be reviewed upon submission and we may start shortlisting candidates before the closing date.

Applications close Friday 29 May 2026.

 

Work rights

Applicants must have valid working rights in Australia for the expected duration of employment. These are permanent roles and visa sponsorship is not available.

Please do not apply if you require visa sponsorship or hold a visa with limited work rights (including Subclass 500 Student visas).

 

Accessibility and adjustments

If you require an adjustment to participate in the recruitment process, or if you are unable to apply via the online portal or provide a written cover letter, please contact rec••••••••@srcentre.com.au. We will work with you to provide a reasonable adjustment or alternative application method.

 

Privacy

The Social Research Centre handles applicant personal information in accordance with its Recruitment and Selection Policy. For questions about the role or recruitment process, please contact rec••••••••@srcentre.com.au.

 

Diversity and inclusion

The Social Research Centre values diversity and believes that an inclusive and fair work environment has a positive impact on employee wellbeing, job satisfaction and productivity.

We encourage applications from Aboriginal and/or Torres Strait Islander peoples; people from culturally and linguistically diverse backgrounds; people of diverse sexual orientations and gender identities; and people with disability.

 

Recruitment agencies

The Social Research Centre does not accept unsolicited resumes or candidate referrals from recruitment agencies for this role. Any agency submissions without a prior, written agreement will not be considered, and no fees will be payable."
Python Data Test Engineer,Cognizant Technology Solutions Australia Pty Ltd,Melbourne VIC,Not listed,https://au.seek.com/job/92018921,
